Category,Product,Cluster,Total_Price_Bin,Price_Bin,Quantity_Bin
Soft Drinks,Fanta,1,Very Low,Economy,Very Low
Water,Evian,2,Medium,Economy,High
Alcoholic Beverages,Beck's,3,Very High,Economy,Very High
Water,Gerolsteiner,2,Very Low,Economy,Very Low
Soft Drinks,Schwip Schwap,1,High,Economy,Very High
Water,Gerolsteiner,2,High,Economy,Very High
Alcoholic Beverages,Kölsch,3,Very High,Economy,Very High
Alcoholic Beverages,Krombacher,3,Medium,Economy,High
Alcoholic Beverages,Warsteiner,3,Medium,Economy,High
Alcoholic Beverages,Augustiner,3,Very Low,Economy,Very Low
Soft Drinks,Schwip Schwap,1,Very Low,Economy,Very Low
Alcoholic Beverages,Augustiner,3,Very Low,Economy,Very Low
Soft Drinks,Schwip Schwap,1,Very Low,Economy,Very Low
Alcoholic Beverages,Warsteiner,3,Very Low,Economy,Very Low
Water,Volvic Touch,2,Low,Economy,Low
Alcoholic Beverages,Kölsch,3,Low,Economy,Low
Water,Volvic Touch,2,Very Low,Economy,Very Low
Soft Drinks,Schwip Schwap,1,Very Low,Economy,Very Low
Alcoholic Beverages,Warsteiner,3,Very Low,Economy,Very Low
Alcoholic Beverages,Augustiner,3,Very High,Economy,Very High
Soft Drinks,Coca-Cola,1,Low,Economy,Low
Alcoholic Beverages,Jever,3,Medium,Economy,High
Water,Gerolsteiner,2,Very Low,Economy,Very Low
Soft Drinks,Coca-Cola,1,High,Economy,Very High
Soft Drinks,Pepsi,1,Low,Economy,Medium
Water,Volvic Touch,2,Very Low,Economy,Very Low
Alcoholic Beverages,Kölsch,3,Medium,Economy,High
Alcoholic Beverages,Warsteiner,3,Very Low,Economy,Very Low
Alcoholic Beverages,Jever,3,High,Economy,Very High
Alcoholic Beverages,Warsteiner,3,Low,Economy,Low
Alcoholic Beverages,Augustiner,3,Very Low,Economy,Very Low
Water,San Pellegrino,2,High,Economy,Very High
Alcoholic Beverages,Warsteiner,3,Very Low,Economy,Very Low
Water,Gerolsteiner,2,Very Low,Economy,Very Low
Water,Apollinaris,2,Low,Economy,Medium
Alcoholic Beverages,Augustiner,3,Low,Economy,Medium
Water,Apollinaris,2,Low,Economy,Low
Soft Drinks,Coca-Cola,1,Low,Economy,Medium
Soft Drinks,Fanta,1,Very Low,Economy,Very Low
Soft Drinks,Schwip Schwap,1,Very Low,Economy,Very Low
Soft Drinks,Schwip Schwap,1,Medium,Economy,Medium
Alcoholic Beverages,Warsteiner,3,Low,Economy,Medium
Water,Vio Wasser,2,High,Economy,Very High
Water,Evian,2,Very Low,Economy,Very Low
Alcoholic Beverages,Augustiner,3,Low,Economy,Medium
Soft Drinks,Fanta,1,Low,Economy,Low
Alcoholic Beverages,Beck's,3,Low,Economy,Very Low
Soft Drinks,Mezzo Mix,1,Very High,Economy,Very High
Soft Drinks,Pepsi,1,Very High,Economy,Very High
Alcoholic Beverages,Jever,3,High,Economy,Very High
Soft Drinks,Schwip Schwap,1,Medium,Economy,Medium
Alcoholic Beverages,Augustiner,3,Medium,Economy,High
Soft Drinks,Coca-Cola,1,Medium,Economy,High
Water,Apollinaris,2,Low,Economy,Medium
Water,Gerolsteiner,2,Low,Economy,Medium
Soft Drinks,Mountain Dew,1,High,Economy,High
Alcoholic Beverages,Kölsch,3,Low,Economy,Low
Alcoholic Beverages,Jever,3,Very Low,Economy,Very Low
Alcoholic Beverages,Jever,3,Very Low,Economy,Very Low
Water,Apollinaris,2,High,Economy,Very High
Soft Drinks,Coca-Cola,1,Low,Economy,Medium
Alcoholic Beverages,Jever,3,Medium,Economy,High
Water,Apollinaris,2,Low,Economy,Low
Alcoholic Beverages,Krombacher,3,Low,Economy,Low
Water,Gerolsteiner,2,Low,Economy,Low
Soft Drinks,Schwip Schwap,1,Low,Economy,Low
Soft Drinks,Coca-Cola,1,Very Low,Economy,Very Low
Soft Drinks,Fanta,1,Low,Economy,Low
Soft Drinks,Schwip Schwap,1,High,Economy,Very High
Water,Volvic Touch,2,Low,Economy,Medium
Soft Drinks,Coca-Cola,1,Very Low,Economy,Very Low
Soft Drinks,Fanta,1,Low,Economy,Medium
Water,Volvic Touch,2,Very Low,Economy,Very Low
Water,Volvic Touch,2,Medium,Economy,High
Alcoholic Beverages,Krombacher,3,Low,Economy,Medium
Water,Apollinaris,2,Low,Economy,Medium
Soft Drinks,Coca-Cola,1,Very Low,Economy,Very Low
Water,Gerolsteiner,2,Low,Economy,Medium
Soft Drinks,Fanta,1,Medium,Economy,Medium
Soft Drinks,Schwip Schwap,1,Medium,Economy,Medium
Soft Drinks,Fanta,1,Very Low,Economy,Very Low
Water,Gerolsteiner,2,Low,Economy,Medium
Soft Drinks,Coca-Cola,1,Medium,Economy,Medium
Alcoholic Beverages,Jever,3,Very High,Economy,Very High
Soft Drinks,Mountain Dew,1,Very High,Economy,Very High
Water,Volvic Touch,2,Medium,Economy,Medium
Soft Drinks,Coca-Cola,1,Low,Economy,Medium
Soft Drinks,Fanta,1,Medium,Economy,Medium
Water,Gerolsteiner,2,Very Low,Economy,Low
Soft Drinks,Schwip Schwap,1,Low,Economy,Low
Alcoholic Beverages,Beck's,3,Medium,Economy,High
Soft Drinks,Mezzo Mix,1,High,Economy,Very High
Soft Drinks,Mountain Dew,1,Low,Economy,Low
Water,Evian,2,Medium,Economy,High
Soft Drinks,Schwip Schwap,1,Medium,Economy,Medium
Soft Drinks,Schwip Schwap,1,Low,Economy,Medium
Alcoholic Beverages,Jever,3,Very Low,Economy,Very Low
Soft Drinks,Fanta,1,Very Low,Economy,Very Low
Alcoholic Beverages,Beck's,3,Medium,Economy,High
Soft Drinks,Mountain Dew,1,High,Economy,Very High
Alcoholic Beverages,Beck's,3,High,Economy,Very High
Water,Gerolsteiner,2,Very Low,Economy,Low
Water,Gerolsteiner,2,Very Low,Economy,Low
Soft Drinks,Fanta,1,Low,Economy,Low
Water,Evian,2,Low,Economy,Low
Soft Drinks,Coca-Cola,1,Medium,Economy,Medium
Water,Volvic Touch,2,Low,Economy,Low
Soft Drinks,Mountain Dew,1,High,Economy,Very High
Alcoholic Beverages,Kölsch,3,Medium,Economy,Medium
Alcoholic Beverages,Jever,3,Low,Economy,Medium
Water,Evian,2,High,Economy,Very High
Soft Drinks,Coca-Cola,1,Very Low,Economy,Very Low
Alcoholic Beverages,Beck's,3,Very High,Economy,Very High
Soft Drinks,Mountain Dew,1,Low,Economy,Medium
Soft Drinks,Schwip Schwap,1,Medium,Economy,Medium
Alcoholic Beverages,Warsteiner,3,High,Economy,Very High
Soft Drinks,Mezzo Mix,1,High,Economy,Very High
Soft Drinks,Schwip Schwap,1,Very Low,Economy,Very Low
Water,Evian,2,High,Economy,Very High
Water,San Pellegrino,2,High,Economy,Very High
Soft Drinks,Coca-Cola,1,Medium,Economy,Medium
Alcoholic Beverages,Warsteiner,3,Low,Economy,Medium
Water,Gerolsteiner,2,Very Low,Economy,Low
Juices,Hohes C Orange,0,High,Economy,High
Soft Drinks,Fanta,1,Very Low,Economy,Very Low
Water,Evian,2,Medium,Economy,High
Water,Volvic Touch,2,Medium,Economy,Medium
Alcoholic Beverages,Beck's,3,Low,Economy,Very Low
Water,Vio Wasser,2,Low,Economy,Medium
Alcoholic Beverages,Beck's,3,Very Low,Economy,Very Low
Water,Evian,2,Medium,Economy,Medium
Water,Gerolsteiner,2,Very Low,Economy,Very Low
Water,Gerolsteiner,2,Very Low,Economy,Very Low
Alcoholic Beverages,Warsteiner,3,Very Low,Economy,Low
Soft Drinks,Coca-Cola,1,High,Economy,Very High
Alcoholic Beverages,Warsteiner,3,Very High,Economy,Very High
Soft Drinks,Coca-Cola,1,Very Low,Economy,Very Low
Alcoholic Beverages,Beck's,3,Low,Economy,Low
Water,Evian,2,Low,Economy,Low
Water,Evian,2,High,Economy,Very High
Soft Drinks,Fanta,1,Very High,Economy,Very High
Water,Evian,2,Medium,Economy,High
Water,Vio Wasser,2,Medium,Economy,High
Water,Selters,2,Very High,Economy,Very High
Alcoholic Beverages,Warsteiner,3,Low,Economy,Low
Soft Drinks,Fanta,1,Very Low,Economy,Very Low
Soft Drinks,Fanta,1,High,Economy,Very High
Water,Volvic Touch,2,Very High,Economy,Very High
Soft Drinks,Fanta,1,Medium,Economy,High
Soft Drinks,Coca-Cola,1,High,Economy,Very High
Water,Evian,2,Medium,Economy,Medium
Alcoholic Beverages,Warsteiner,3,Very Low,Economy,Very Low
Water,San Pellegrino,2,Very High,Economy,Very High
Water,Volvic Touch,2,Medium,Economy,High
Water,Evian,2,Very Low,Economy,Very Low
Alcoholic Beverages,Kölsch,3,Low,Economy,Medium
Soft Drinks,Fanta,1,Low,Economy,Medium
Alcoholic Beverages,Warsteiner,3,Low,Economy,Low
Water,Apollinaris,2,Low,Economy,Medium
Juices,Granini Apple,0,High,Economy,Very High
Water,Gerolsteiner,2,Low,Economy,Low
Soft Drinks,Schwip Schwap,1,Very Low,Economy,Very Low
Water,Gerolsteiner,2,High,Economy,Very High
Water,Volvic,2,High,Economy,Very High
Alcoholic Beverages,Augustiner,3,Very Low,Economy,Very Low
Water,Evian,2,Very Low,Economy,Very Low
Water,Volvic Touch,2,Very Low,Economy,Very Low
Water,Vio Wasser,2,High,Economy,Very High
Alcoholic Beverages,Kölsch,3,Very Low,Economy,Very Low
Soft Drinks,Schwip Schwap,1,Very High,Economy,Very High
Soft Drinks,Sprite,1,Very High,Economy,Very High
Alcoholic Beverages,Warsteiner,3,Low,Economy,Medium
Alcoholic Beverages,Warsteiner,3,Medium,Economy,High
Water,Volvic Touch,2,High,Economy,Very High
Water,Gerolsteiner,2,Very Low,Economy,Very Low
Water,Volvic Touch,2,Low,Economy,Low
Water,Evian,2,Low,Economy,Low
Water,Volvic,2,High,Economy,Very High
Water,Volvic Touch,2,Low,Economy,Very Low
Water,Volvic Touch,2,Low,Economy,Low
Alcoholic Beverages,Kölsch,3,High,Economy,Very High
Water,Vio Wasser,2,High,Economy,Very High
Soft Drinks,Pepsi,1,High,Economy,Very High
Alcoholic Beverages,Krombacher,3,High,Economy,High
Soft Drinks,Schwip Schwap,1,Low,Economy,Medium
Soft Drinks,Schwip Schwap,1,Medium,Economy,Medium
Water,Volvic Touch,2,Low,Economy,Very Low
Alcoholic Beverages,Warsteiner,3,Low,Economy,Low
Soft Drinks,Mountain Dew,1,Medium,Economy,High
Soft Drinks,Mountain Dew,1,Very Low,Economy,Low
Water,Evian,2,Low,Economy,Low
Soft Drinks,Coca-Cola,1,Low,Economy,Low
Soft Drinks,Schwip Schwap,1,Low,Economy,Low
Soft Drinks,Coca-Cola,1,Very Low,Economy,Very Low
Water,Volvic Touch,2,High,Economy,High
Soft Drinks,Coca-Cola,1,Low,Economy,Low
Soft Drinks,Sprite,1,High,Economy,Very High
Water,Evian,2,Low,Economy,Low
Alcoholic Beverages,Beck's,3,Low,Economy,Very Low
Water,Apollinaris,2,Low,Economy,Low
Water,Gerolsteiner,2,Medium,Economy,High
Soft Drinks,Schwip Schwap,1,Medium,Economy,High
Soft Drinks,Fanta,1,Low,Economy,Low
Soft Drinks,Coca-Cola,1,Medium,Economy,High
Alcoholic Beverages,Kölsch,3,High,Economy,Very High
Alcoholic Beverages,Augustiner,3,Medium,Economy,High
Water,Apollinaris,2,Medium,Economy,High
Water,Gerolsteiner,2,Low,Economy,Medium
Water,Selters,2,Very High,Economy,Very High
Soft Drinks,Fanta,1,Low,Economy,Medium
Water,Volvic Touch,2,Very Low,Economy,Very Low
Water,Gerolsteiner,2,Low,Economy,Medium
Soft Drinks,Fanta,1,Medium,Economy,Medium
Alcoholic Beverages,Beck's,3,Medium,Economy,Medium
Soft Drinks,Coca-Cola,1,Low,Economy,Low
Water,Volvic Touch,2,Medium,Economy,Medium
Water,Apollinaris,2,Low,Economy,Low
Soft Drinks,Pepsi,1,High,Economy,Very High
Soft Drinks,Schwip Schwap,1,Low,Economy,Medium
Water,Gerolsteiner,2,Very High,Economy,Very High
Alcoholic Beverages,Kölsch,3,Very Low,Economy,Low
Soft Drinks,Sprite,1,High,Economy,Very High
Juices,Hohes C Orange,0,High,Economy,Very High
Soft Drinks,Schwip Schwap,1,Medium,Economy,High
Soft Drinks,Coca-Cola,1,Low,Economy,Medium
Water,Evian,2,Low,Economy,Medium
Alcoholic Beverages,Jever,3,High,Economy,High
Water,San Pellegrino,2,Very High,Economy,Very High
Water,Gerolsteiner,2,Low,Economy,Medium
Alcoholic Beverages,Beck's,3,High,Economy,Very High
Soft Drinks,Fanta,1,Very Low,Economy,Very Low
Alcoholic Beverages,Warsteiner,3,Very Low,Economy,Very Low
Water,Evian,2,Very Low,Economy,Very Low
Juices,Hohes C Orange,0,High,Economy,High
Soft Drinks,Schwip Schwap,1,Very Low,Economy,Very Low
Soft Drinks,Schwip Schwap,1,High,Economy,Very High
Soft Drinks,Mountain Dew,1,Very Low,Economy,Very Low
Alcoholic Beverages,Warsteiner,3,Low,Economy,Medium
Water,Apollinaris,2,Low,Economy,High
Water,Gerolsteiner,2,Low,Economy,Medium
Alcoholic Beverages,Kölsch,3,Medium,Economy,High
Juices,Hohes C Orange,0,High,Economy,High
Alcoholic Beverages,Warsteiner,3,Medium,Economy,High
Water,Apollinaris,2,Very High,Economy,Very High
Soft Drinks,Schwip Schwap,1,Low,Economy,Low
Water,Apollinaris,2,Very Low,Economy,Low
Soft Drinks,Fanta,1,Medium,Economy,High
Water,Gerolsteiner,2,Low,Economy,Low
Soft Drinks,Fanta,1,Very Low,Economy,Very Low
Water,Evian,2,Low,Economy,Low
Water,Gerolsteiner,2,Low,Economy,Medium
Alcoholic Beverages,Beck's,3,Low,Economy,Low
Soft Drinks,Coca-Cola,1,Low,Economy,Medium
Water,Apollinaris,2,Low,Economy,Medium
Water,Vio Wasser,2,High,Economy,Very High
Soft Drinks,Schwip Schwap,1,Low,Economy,Low
Water,Volvic Touch,2,Low,Economy,Low
Water,Gerolsteiner,2,Medium,Economy,High
Water,Evian,2,Low,Economy,Low
Water,Evian,2,High,Economy,Very High
Alcoholic Beverages,Erdinger Weißbier,3,High,Economy,Very High
Water,Vio Wasser,2,Very High,Economy,Very High
Soft Drinks,Coca-Cola,1,Medium,Economy,High
Juices,Granini Apple,0,High,Economy,High
Water,Evian,2,Low,Economy,Medium
Water,Apollinaris,2,Very Low,Economy,Low
Juices,Hohes C Orange,0,High,Economy,Very High
Soft Drinks,Sprite,1,High,Economy,Very High
Soft Drinks,Schwip Schwap,1,Very Low,Economy,Very Low
Alcoholic Beverages,Warsteiner,3,Medium,Economy,Medium
Soft Drinks,Coca-Cola,1,Very Low,Economy,Very Low
Alcoholic Beverages,Augustiner,3,Low,Economy,Medium
Water,Evian,2,Low,Economy,Low
Water,Evian,2,High,Economy,High
Alcoholic Beverages,Warsteiner,3,Very Low,Economy,Very Low
Water,Evian,2,Low,Economy,Low
Water,Vio Wasser,2,High,Economy,Very High
Soft Drinks,Fanta,1,Low,Economy,Low
Soft Drinks,Fanta,1,Very Low,Economy,Very Low
Water,Apollinaris,2,Low,Economy,Low
Water,Gerolsteiner,2,Low,Economy,Medium
Water,Apollinaris,2,Very High,Economy,Very High
Water,Volvic Touch,2,Very Low,Economy,Very Low
Water,Evian,2,Medium,Economy,Medium
Soft Drinks,Coca-Cola,1,Medium,Economy,High
Water,Volvic Touch,2,Very Low,Economy,Very Low
Soft Drinks,Pepsi,1,High,Economy,High
Water,Gerolsteiner,2,High,Economy,Very High
Alcoholic Beverages,Jever,3,High,Economy,Very High
Soft Drinks,Schwip Schwap,1,Very Low,Economy,Very Low
Soft Drinks,Fanta,1,Very Low,Economy,Very Low
Alcoholic Beverages,Warsteiner,3,Medium,Economy,High
Water,Volvic Touch,2,Medium,Economy,High
Soft Drinks,Fanta,1,Very Low,Economy,Very Low
Juices,Hohes C Orange,0,High,Economy,Very High
Water,Gerolsteiner,2,Medium,Economy,High
Water,Gerolsteiner,2,Low,Economy,Low
Water,Evian,2,Very Low,Economy,Very Low
Alcoholic Beverages,Beck's,3,Medium,Economy,Medium
Water,Apollinaris,2,Very Low,Economy,Very Low
Alcoholic Beverages,Augustiner,3,Low,Economy,Low
Soft Drinks,Coca-Cola,1,Low,Economy,Medium
Alcoholic Beverages,Warsteiner,3,Very Low,Economy,Very Low
Water,Volvic Touch,2,Low,Economy,Low
Soft Drinks,Coca-Cola,1,Low,Economy,Low
Water,San Pellegrino,2,High,Economy,Very High
Soft Drinks,Schwip Schwap,1,Low,Economy,Low
Soft Drinks,Fanta,1,Very Low,Economy,Very Low
Soft Drinks,Fanta,1,Low,Economy,Medium
Water,Apollinaris,2,High,Economy,Very High
Water,Volvic Touch,2,High,Economy,Very High
Soft Drinks,Sprite,1,High,Economy,Very High
Soft Drinks,Fanta,1,Very Low,Economy,Very Low
Juices,Hohes C Orange,0,Very Low,Economy,Very Low
Alcoholic Beverages,Kölsch,3,Medium,Economy,Medium
Soft Drinks,Schwip Schwap,1,Low,Economy,Low
Soft Drinks,Fanta,1,Medium,Economy,High
Water,Evian,2,High,Economy,Very High
Soft Drinks,Fanta,1,Medium,Economy,High
Alcoholic Beverages,Kölsch,3,Low,Economy,Medium
Alcoholic Beverages,Augustiner,3,Very Low,Economy,Very Low
Soft Drinks,Sprite,1,Very Low,Economy,Very Low
Water,Evian,2,Low,Economy,Very Low
Alcoholic Beverages,Augustiner,3,Very Low,Economy,Very Low
Soft Drinks,Fanta,1,High,Economy,High
Alcoholic Beverages,Kölsch,3,Low,Economy,Medium
Water,Volvic Touch,2,Medium,Economy,High
Alcoholic Beverages,Beck's,3,Low,Economy,Medium
Soft Drinks,Coca-Cola,1,Low,Economy,Medium
Alcoholic Beverages,Augustiner,3,Medium,Economy,High
Alcoholic Beverages,Warsteiner,3,Very Low,Economy,Very Low
Water,Evian,2,Very Low,Economy,Very Low
Soft Drinks,Fanta,1,Very Low,Economy,Very Low
Alcoholic Beverages,Warsteiner,3,Low,Economy,Low
Water,Apollinaris,2,Low,Economy,Low
Water,Gerolsteiner,2,Low,Economy,Low
Soft Drinks,Fanta,1,Medium,Economy,Medium
Alcoholic Beverages,Beck's,3,Medium,Economy,High
Water,Evian,2,Low,Economy,Low
Juices,Granini Apple,0,High,Economy,High
Soft Drinks,Fanta,1,High,Economy,Very High
Water,Gerolsteiner,2,Low,Economy,Low
Water,San Pellegrino,2,High,Economy,Very High
Soft Drinks,Pepsi,1,Very High,Economy,Very High
Soft Drinks,Schwip Schwap,1,Very Low,Economy,Very Low
Soft Drinks,Coca-Cola,1,High,Economy,High
Water,Evian,2,Very Low,Economy,Very Low
Alcoholic Beverages,Beck's,3,Very Low,Economy,Very Low
Water,Evian,2,High,Economy,Very High
Soft Drinks,Coca-Cola,1,High,Economy,Very High
Juices,Granini Apple,0,Medium,Economy,High
Water,Evian,2,Very High,Economy,Very High
Water,Gerolsteiner,2,Low,Economy,Medium
Water,Gerolsteiner,2,Very High,Economy,Very High
Soft Drinks,Fanta,1,Low,Economy,Low
Alcoholic Beverages,Beck's,3,Very High,Economy,Very High
Water,Gerolsteiner,2,Low,Economy,Medium
Water,Volvic Touch,2,Medium,Economy,Medium
Soft Drinks,Fanta,1,Low,Economy,Medium
Soft Drinks,Schwip Schwap,1,Very High,Economy,Very High
Alcoholic Beverages,Warsteiner,3,Low,Economy,Medium
Soft Drinks,Coca-Cola,1,Very Low,Economy,Very Low
Water,Gerolsteiner,2,Very Low,Economy,Low
Juices,Hohes C Orange,0,High,Economy,High
Alcoholic Beverages,Kölsch,3,Very Low,Economy,Very Low
Alcoholic Beverages,Augustiner,3,Very Low,Economy,Very Low
Water,San Pellegrino,2,High,Economy,Very High
Alcoholic Beverages,Warsteiner,3,Very Low,Economy,Very Low
Water,Gerolsteiner,2,Very Low,Economy,Very Low
Soft Drinks,Mezzo Mix,1,Very High,Economy,Very High
Soft Drinks,Sprite,1,High,Economy,High
Water,San Pellegrino,2,Medium,Economy,High
Juices,Granini Apple,0,Low,Economy,Medium
Soft Drinks,Schwip Schwap,1,Low,Economy,Medium
Soft Drinks,Mountain Dew,1,High,Economy,Very High
Water,Evian,2,Very Low,Economy,Very Low
Alcoholic Beverages,Beck's,3,Low,Economy,Low
Water,Apollinaris,2,Very Low,Economy,Very Low
Water,Gerolsteiner,2,Low,Economy,Medium
Soft Drinks,Schwip Schwap,1,Medium,Economy,Medium
Water,Gerolsteiner,2,Very Low,Economy,Very Low
Water,Evian,2,Medium,Economy,Medium
Alcoholic Beverages,Beck's,3,Very Low,Economy,Very Low
Soft Drinks,Pepsi,1,Very High,Economy,Very High
Alcoholic Beverages,Kölsch,3,Very Low,Economy,Very Low
Water,Gerolsteiner,2,Low,Economy,Medium
Soft Drinks,Schwip Schwap,1,Medium,Economy,High
Soft Drinks,Fanta,1,High,Economy,Very High
Soft Drinks,Mezzo Mix,1,High,Economy,Very High
Soft Drinks,Coca-Cola,1,Very Low,Economy,Very Low
Soft Drinks,Pepsi,1,Very High,Economy,Very High
Alcoholic Beverages,Warsteiner,3,Medium,Economy,High
Alcoholic Beverages,Krombacher,3,Medium,Economy,High
Soft Drinks,Fanta,1,Very Low,Economy,Very Low
Alcoholic Beverages,Warsteiner,3,Low,Economy,Low
Soft Drinks,Coca-Cola,1,Low,Economy,Medium
Water,Gerolsteiner,2,Very Low,Economy,Very Low
Soft Drinks,Schwip Schwap,1,Low,Economy,Low
Water,San Pellegrino,2,High,Economy,Very High
Water,Gerolsteiner,2,Very Low,Economy,Very Low
Water,Gerolsteiner,2,Very Low,Economy,Very Low
Water,Volvic Touch,2,Medium,Economy,High
Water,Apollinaris,2,Low,Economy,Medium
Alcoholic Beverages,Warsteiner,3,Low,Economy,Medium
Soft Drinks,Fanta,1,Medium,Economy,High
Alcoholic Beverages,Kölsch,3,Medium,Economy,High
Soft Drinks,Schwip Schwap,1,Low,Economy,Medium
Alcoholic Beverages,Augustiner,3,Low,Economy,Medium
Soft Drinks,Fanta,1,High,Economy,Very High
Soft Drinks,Schwip Schwap,1,Low,Economy,Medium
Water,Evian,2,Low,Economy,Low
Water,Gerolsteiner,2,Medium,Economy,High
Water,Vio Wasser,2,Very Low,Economy,Very Low
Water,Vio Wasser,2,Very High,Economy,Very High
Soft Drinks,Coca-Cola,1,Medium,Economy,Medium
Soft Drinks,Schwip Schwap,1,Medium,Economy,Medium
Alcoholic Beverages,Augustiner,3,Low,Economy,Low
Soft Drinks,Schwip Schwap,1,Very Low,Economy,Very Low
Soft Drinks,Mountain Dew,1,High,Economy,Very High
Soft Drinks,Coca-Cola,1,High,Economy,Very High
Soft Drinks,Coca-Cola,1,Very Low,Economy,Very Low
Soft Drinks,Fanta,1,Low,Economy,Low
Soft Drinks,Schwip Schwap,1,Very Low,Economy,Very Low
Soft Drinks,Schwip Schwap,1,High,Economy,High
Water,Volvic Touch,2,Low,Economy,Very Low
Soft Drinks,Mountain Dew,1,Very High,Economy,Very High
Alcoholic Beverages,Kölsch,3,Low,Economy,Low
Water,Evian,2,Low,Economy,Low
Alcoholic Beverages,Warsteiner,3,Low,Economy,Low
Alcoholic Beverages,Beck's,3,Very Low,Economy,Very Low
Water,Gerolsteiner,2,Very Low,Economy,Very Low
Soft Drinks,Schwip Schwap,1,Low,Economy,Medium
Water,Evian,2,Low,Economy,Medium
Soft Drinks,Coca-Cola,1,Low,Economy,Low
Soft Drinks,Schwip Schwap,1,Very Low,Economy,Very Low
